"ts"	"remark"	"taskid"	"Diagnosis"	"tissue"	"parentId"	"date"	"QCStateLabel"	"Id"	"performedby"	"Description"	"severity"	"distribution"	"process"	"project"	"duration"	"account"	"seq1"	"seq2"	"enddate"	"requestid"
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"mauris integer tempus in in sem elit"	""	""	"t-58082"	""	""	""	"10"	"8"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"nostra ridiculus tellus et nulla elementum mi"	""	""	"m-72200"	""	""	""	"10"	"9"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"metus nulla pellentesque placerat"	""	""	"t-58400"	""	""	""	"11"	"1"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"rutrum vitae vestibulum nec"	""	""	"g-a0020"	""	""	""	"11"	"2"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"nisi mollis sem varius rhoncus eget varius"	""	""	"m-32450"	""	""	""	"11"	"3"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"mi libero sed sollicitudin"	""	""	"g-c0080"	""	""	""	"11"	"4"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"suspendisse vestibulum fermentum"	""	""	"g-a0010"	""	""	""	"11"	"5"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"sit in lobortis lobortis tristique"	""	""	"g-a3210"	""	""	""	"11"	"6"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"orci dolor nulla nisi porta ornare vestibulum"	""	""	"t-c1770"	""	""	""	"11"	"7"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"sapien sapien lectus vulputate"	""	""	"w-10531"	""	""	""	"11"	"8"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"sit laoreet ligula bibendum praesent"	""	""	"d5-41704"	""	""	""	"11"	"9"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"tristique vulputate ut amet"	""	""	"g-c0080"	""	""	""	"11"	"10"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"eleifend ante tincidunt malesuada"	""	""	"g-a0020"	""	""	""	"11"	"11"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"lacinia arcu curabitur et natoque phasellus"	""	""	"t-58082"	""	""	""	"11"	"12"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"tempus pharetra nisl ante sem porttitor"	""	""	"m-72000"	""	""	""	"11"	"13"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"nulla dolor sollicitudin hac molestie"	""	""	"t-58600"	""	""	""	"12"	"1"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"vulputate eleifend id orci magna"	""	""	"g-a0020"	""	""	""	"12"	"2"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"justo nulla purus sapien pharetra"	""	""	"g-a3210"	""	""	""	"12"	"3"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"ipsum varius auctor gravida at eu lacinia nec"	""	""	"t-c1770"	""	""	""	"12"	"4"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"massa tortor luctus aliquet dolor"	""	""	"w-10531"	""	""	""	"12"	"5"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"ac facilisis metus at in nec nunc aenean"	""	""	"d5-41704"	""	""	""	"12"	"6"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"eget convallis nunc conubia"	""	""	"g-c0080"	""	""	""	"12"	"7"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"augue ultrices leo mollis eu eget"	""	""	"g-a0030"	""	""	""	"12"	"8"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"ut dis massa adipiscing nec mauris"	""	""	"t-58082"	""	""	""	"12"	"9"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"risus sollicitudin eu semper odio fusce sit pellentesque"	""	""	"m-72200"	""	""	""	"12"	"10"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"sit sed ac pretium hendrerit est luctus"	""	""	"t-dd081"	""	""	""	"13"	"1"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"scelerisque pretium vestibulum"	""	""	"g-a0020"	""	""	""	"13"	"2"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"nam libero bibendum sodales nec at"	""	""	"de-50500"	""	""	""	"13"	"3"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"at felis sapien sed ipsum magna"	""	""	"t-01000"	""	""	""	"14"	"1"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"sociosqu nec id lacus quisque"	""	""	"g-a1010"	""	""	""	"14"	"2"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"lacus rhoncus a erat viverra orci"	""	""	"t-11180"	""	""	""	"14"	"3"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"maecenas ullamcorper dictum lacinia cras et"	""	""	"g-a3510"	""	""	""	"14"	"4"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"donec feugiat felis et proin non"	""	""	"m-10000"	""	""	""	"14"	"5"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"accumsan blandit tortor tincidunt"	""	""	"m-14300"	""	""	""	"14"	"6"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"non ante varius vestibulum"	""	""	"g-c0080"	""	""	""	"14"	"7"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"convallis luctus mi egestas"	""	""	"t-01200"	""	""	""	"14"	"8"	""	""
"2011-08-01 16:04:49.0"	""	""	""	""	"970ffd91-0dce-102f-8c2a-9926f351b9ae,b5e6fd9d-0dce-102f-8c2a-9926f351b9ae,d31ea176-0dce-102f-8c2a-9926f351b9ae,e02f3922-0dce-102f-8c2a-9926f351b9ae,532bf088-0dd0-102f-8c2a-9926f351b9ae"	"2011-06-14 00:00:00.0"	"Completed"	"test1020148"	""	"elementum egestas orci cras"	""	""	"m-14200"	""	""	""	"14"	"9"	""	""
