"weight"	"ts"	"remark"	"taskid"	"parentId"	"date"	"QCStateLabel"	"Id"	"project"	"weightMVIndicator"	"performedby"	"Description"	"account"	"enddate"	"requestid"
"3.46"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test5158984"	""	""	""	"eleifend donec"	""	""	""
"3.33"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test5158984"	""	""	""	"laoreet lectus"	""	""	""
"3.4"	"2011-05-19 10:27:34.0"	""	""	""	"2011-05-19 10:23:40.0"	"Completed"	"test5158984"	""	""	""	"vel nibh vestibulum"	""	""	""
"3.5"	"2011-06-02 14:54:25.0"	""	""	""	"2011-06-02 14:45:29.0"	"Completed"	"test5158984"	""	""	""	"nisi varius"	""	""	""
"3.76"	""	""	"0d67fa35-7a75-102e-87ff-493dbd275cd3"	""	"2011-06-16 13:39:00.0"	"Completed"	"test5158984"	""	""	""	"ante odio libero"	""	""	""
"3.67"	""	""	"51b37dd2-8b9c-102e-973e-f528764d8493"	""	"2011-07-08 09:00:00.0"	"Completed"	"test5158984"	""	""	""	"pulvinar mauris"	""	""	""
"3.92"	""	""	"6b5cb70f-9ffe-102e-a396-f528764d83e9"	""	"2011-08-03 09:07:00.0"	"Completed"	"test5158984"	""	""	""	"lacinia feugiat"	""	""	""
"4.14"	""	""	"3b56431c-c102-102e-8d41-48cf881b3648"	""	"2011-09-14 09:03:00.0"	"Completed"	"test5158984"	""	""	""	"nibh penatibus"	""	""	""
"0.61"	"2010-05-24 14:37:42.0"	""	""	""	"2009-06-08 09:40:00.0"	"Completed"	"test5131891"	""	""	""	"nunc quis mi"	""	""	""
"0.73"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-02 09:05:00.0"	"Completed"	"test5131891"	""	""	""	"tincidunt turpis"	""	""	""
"1.13"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-09 09:00:00.0"	"Completed"	"test5131891"	""	""	""	"sed posuere mi"	""	""	""
"1.35"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-19 09:00:00.0"	"Completed"	"test5131891"	""	""	""	"purus tristique"	""	""	""
"1.59"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-07 09:15:00.0"	"Completed"	"test5131891"	""	""	""	"ut aliquam posuere"	""	""	""
"1.82"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-05 09:15:00.0"	"Completed"	"test5131891"	""	""	""	"varius tristique"	""	""	""
"2.0"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-12 09:30:00.0"	"Completed"	"test5131891"	""	""	""	"eleifend nullam"	""	""	""
"2.13"	"2010-06-02 13:39:49.0"	""	""	""	"2010-06-02 09:30:00.0"	"Completed"	"test5131891"	""	""	""	"magna orci gravida"	""	""	""
"2.31"	"2010-07-19 14:52:44.0"	""	""	""	"2010-07-19 09:18:00.0"	"Completed"	"test5131891"	""	""	""	"faucibus hendrerit"	""	""	""
"2.37"	"2010-08-03 10:59:01.0"	""	""	""	"2010-07-29 13:30:00.0"	"Completed"	"test5131891"	""	""	""	"maecenas mauris"	""	""	""
"2.53"	"2010-09-09 13:36:19.0"	""	""	""	"2010-09-09 09:00:00.0"	"Completed"	"test5131891"	""	""	""	" feugiat amet"	""	""	""
"2.884"	"2010-11-12 10:53:01.0"	""	""	""	"2010-11-12 09:00:00.0"	"Completed"	"test5131891"	""	""	""	"praesent facilisi"	""	""	""
"2.94"	"2010-12-16 10:05:19.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test5131891"	""	""	""	"augue litora"	""	""	""
"2.9"	"2011-01-11 13:48:50.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test5131891"	""	""	""	"donec fringilla"	""	""	""
"3.17"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test5131891"	""	""	""	"leo imperdiet"	""	""	""
"3.13"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test5131891"	""	""	""	"volutpat magna"	""	""	""
"3.18"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test5131891"	""	""	""	"fusce tincidunt"	""	""	""
"3.23"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test5131891"	""	""	""	"eget maecenas"	""	""	""
"3.02"	"2011-05-19 10:27:34.0"	""	""	""	"2011-05-19 10:23:40.0"	"Completed"	"test5131891"	""	""	""	"dolor congue"	""	""	""
"3.54"	"2011-06-02 14:54:25.0"	""	""	""	"2011-06-02 14:45:29.0"	"Completed"	"test5131891"	""	""	""	"eleifend felis"	""	""	""
"3.6"	""	""	"0d67fa35-7a75-102e-87ff-493dbd275cd3"	""	"2011-06-16 13:39:00.0"	"Completed"	"test5131891"	""	""	""	"nam erat libero"	""	""	""
"3.57"	""	""	"51b37dd2-8b9c-102e-973e-f528764d8493"	""	"2011-07-08 09:00:00.0"	"Completed"	"test5131891"	""	""	""	"lobortis adipiscing"	""	""	""
"3.85"	""	""	"6b5cb70f-9ffe-102e-a396-f528764d83e9"	""	"2011-08-03 09:07:00.0"	"Completed"	"test5131891"	""	""	""	"eros nisi id"	""	""	""
"4.06"	""	""	"3b56431c-c102-102e-8d41-48cf881b3648"	""	"2011-09-14 09:03:00.0"	"Completed"	"test5131891"	""	""	""	"felis accumsan"	""	""	""
"0.57"	"2010-05-24 14:37:42.0"	""	""	""	"2009-06-10 09:30:00.0"	"Completed"	"test5409620"	""	""	""	"eu sed nec euismod"	""	""	""
"0.59"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-02 09:05:00.0"	"Completed"	"test5409620"	""	""	""	"augue odio ligula"	""	""	""
"1.13"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-09 09:00:00.0"	"Completed"	"test5409620"	""	""	""	"ullamcorper sit"	""	""	""
"1.53"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-20 09:00:00.0"	"Completed"	"test5409620"	""	""	""	"per pellentesque"	""	""	""
"1.73"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-07 09:15:00.0"	"Completed"	"test5409620"	""	""	""	"nam varius vestibulum"	""	""	""
"2.01"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-05 09:15:00.0"	"Completed"	"test5409620"	""	""	""	"non leo arcu"	""	""	""
"2.33"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-12 09:30:00.0"	"Completed"	"test5409620"	""	""	""	"amet sit commodo"	""	""	""
"2.36"	"2010-06-02 13:39:42.0"	""	""	""	"2010-06-02 09:30:00.0"	"Completed"	"test5409620"	""	""	""	"urna quam sem"	""	""	""
"2.58"	"2010-07-19 14:52:33.0"	""	""	""	"2010-07-19 09:18:00.0"	"Completed"	"test5409620"	""	""	""	"euismod ornare"	""	""	""
"2.82"	"2010-08-03 10:54:45.0"	""	""	""	"2010-07-29 13:30:00.0"	"Completed"	"test5409620"	""	""	""	"pellentesque"	""	""	""
"2.67"	"2010-09-09 13:36:22.0"	""	""	""	"2010-09-09 09:00:00.0"	"Completed"	"test5409620"	""	""	""	"placerat diam"	""	""	""
"3.116"	"2010-11-12 10:53:04.0"	""	""	""	"2010-11-12 09:00:00.0"	"Completed"	"test5409620"	""	""	""	"sociosqu felis"	""	""	""
"3.19"	"2010-12-16 10:05:26.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test5409620"	""	""	""	"lorem nibh gravida"	""	""	""
"3.13"	"2011-01-11 13:48:50.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test5409620"	""	""	""	"pulvinar euismod"	""	""	""
"3.29"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test5409620"	""	""	""	"libero pellentesque"	""	""	""
"3.28"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test5409620"	""	""	""	"vitae vestibulum"	""	""	""
"3.58"	"2011-03-24 13:42:10.0"	""	""	""	"2011-03-24 13:29:59.0"	"Completed"	"test5409620"	""	""	""	"mollis suscipit"	""	""	""
"3.4"	"2011-04-21 10:04:39.0"	""	""	""	"2011-04-21 09:52:13.0"	"Completed"	"test5409620"	""	""	""	"eu sit eu nunc"	""	""	""
"3.42"	"2011-05-19 10:27:34.0"	""	""	""	"2011-05-19 10:23:40.0"	"Completed"	"test5409620"	""	""	""	"ut lacinia iaculis"	""	""	""
"3.58"	"2011-06-02 14:54:25.0"	""	""	""	"2011-06-02 14:45:29.0"	"Completed"	"test5409620"	""	""	""	"sed montes duis"	""	""	""
"3.68"	""	""	"0d67fa35-7a75-102e-87ff-493dbd275cd3"	""	"2011-06-16 13:39:00.0"	"Completed"	"test5409620"	""	""	""	"neque consectetur"	""	""	""
"3.64"	""	""	"51b37dd2-8b9c-102e-973e-f528764d8493"	""	"2011-07-08 09:00:00.0"	"Completed"	"test5409620"	""	""	""	"aenean risus"	""	""	""
"3.98"	""	""	"6b5cb70f-9ffe-102e-a396-f528764d83e9"	""	"2011-08-03 09:07:00.0"	"Completed"	"test5409620"	""	""	""	"per integer tempus"	""	""	""
"4.22"	""	""	"3b56431c-c102-102e-8d41-48cf881b3648"	""	"2011-09-14 09:03:00.0"	"Completed"	"test5409620"	""	""	""	"at suspendisse"	""	""	""
"0.48"	"2010-05-24 14:37:42.0"	""	""	""	"2009-06-15 11:22:00.0"	"Completed"	"test9118022"	""	""	""	"ultrices sapien"	""	""	""
"0.64"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-14 08:50:00.0"	"Completed"	"test9118022"	""	""	""	"eleifend augue"	""	""	""
"0.98"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-15 08:30:00.0"	"Completed"	"test9118022"	""	""	""	"in eleifend laoreet"	""	""	""
"1.43"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-19 09:00:00.0"	"Completed"	"test9118022"	""	""	""	"rutrum in et"	""	""	""
"1.45"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-07 09:15:00.0"	"Completed"	"test9118022"	""	""	""	"phasellus at"	""	""	""
"1.42"	"2010-05-24 14:37:42.0"	""	""	""	"2010-02-01 10:00:00.0"	"Completed"	"test9118022"	""	""	""	"tincidunt ac"	""	""	""
"1.65"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-26 09:30:00.0"	"Completed"	"test9118022"	""	""	""	"vitae erat auctor"	""	""	""
"1.85"	"2010-05-26 12:33:34.0"	""	""	""	"2010-05-26 09:00:00.0"	"Completed"	"test9118022"	""	""	""	"porta orci vel"	""	""	""
"1.95"	"2010-06-23 10:01:02.0"	""	""	""	"2010-06-23 07:50:00.0"	"Completed"	"test9118022"	""	""	""	"porta duis aliquam"	""	""	""
"2.04"	"2010-07-19 14:52:51.0"	""	""	""	"2010-07-19 09:18:00.0"	"Completed"	"test9118022"	""	""	""	"erat et nam interdum"	""	""	""
"2.15"	"2010-08-03 11:00:22.0"	""	""	""	"2010-07-29 13:30:00.0"	"Completed"	"test9118022"	""	""	""	"imperdiet sit"	""	""	""
"2.35"	"2010-09-09 13:36:26.0"	""	""	""	"2010-09-09 09:00:00.0"	"Completed"	"test9118022"	""	""	""	"maecenas vitae"	""	""	""
"2.368"	"2010-11-12 10:53:07.0"	""	""	""	"2010-11-12 09:00:00.0"	"Completed"	"test9118022"	""	""	""	"urna id sit mi"	""	""	""
"2.44"	"2010-12-16 10:05:33.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test9118022"	""	""	""	"potenti orci"	""	""	""
"2.45"	"2011-01-11 13:48:50.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test9118022"	""	""	""	"turpis pharetra"	""	""	""
"2.53"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test9118022"	""	""	""	"erat mauris elit"	""	""	""
"2.64"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test9118022"	""	""	""	"et nec porta"	""	""	""
"2.73"	"2011-03-11 16:00:02.0"	""	""	""	"2011-03-11 12:00:00.0"	"Completed"	"test9118022"	""	""	""	"donec arcu habitant"	""	""	""
"2.77"	"2011-04-06 06:46:18.0"	""	""	""	"2011-04-05 11:16:00.0"	"Completed"	"test9118022"	""	""	""	"curabitur platea"	""	""	""
"2.97"	"2011-05-11 13:22:11.0"	""	""	""	"2011-05-11 10:10:00.0"	"Completed"	"test9118022"	""	""	""	"quam nulla ligula"	""	""	""
"2.96"	"2011-05-23 14:37:19.0"	""	""	""	"2011-05-23 00:00:00.0"	"Completed"	"test9118022"	""	""	""	"sit mus amet"	""	""	""
"2.97"	"2011-05-23 13:50:50.0"	""	""	""	"2011-05-23 10:29:00.0"	"Completed"	"test9118022"	""	""	""	"velit sit at"	""	""	""
"0.56"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-14 08:50:00.0"	"Completed"	"test3771679"	""	""	""	"lorem ut vestibulum"	""	""	""
"0.92"	"2010-05-24 14:37:42.0"	""	""	""	"2009-09-15 08:30:00.0"	"Completed"	"test3771679"	""	""	""	"vivamus pellentesque"	""	""	""
"1.24"	"2010-05-24 14:37:42.0"	""	""	""	"2009-11-19 09:00:00.0"	"Completed"	"test3771679"	""	""	""	"vivamus aliquam"	""	""	""
"1.38"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-07 09:15:00.0"	"Completed"	"test3771679"	""	""	""	"vestibulum facilisis"	""	""	""
"1.64"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-05 09:15:00.0"	"Completed"	"test3771679"	""	""	""	"elementum egestas"	""	""	""
"1.87"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-17 10:10:00.0"	"Completed"	"test3771679"	""	""	""	"dui malesuada"	""	""	""
"2.07"	"2010-06-23 10:01:36.0"	""	""	""	"2010-06-23 07:50:00.0"	"Completed"	"test3771679"	""	""	""	"aliquet pretium"	""	""	""
"2.15"	"2010-07-19 14:52:54.0"	""	""	""	"2010-07-19 09:18:00.0"	"Completed"	"test3771679"	""	""	""	"dapibus nam id"	""	""	""
"2.16"	"2010-08-03 11:00:39.0"	""	""	""	"2010-07-29 13:30:00.0"	"Completed"	"test3771679"	""	""	""	"ac tortor etiam"	""	""	""
"2.31"	"2010-09-09 13:36:29.0"	""	""	""	"2010-09-09 09:00:00.0"	"Completed"	"test3771679"	""	""	""	"sit amet suscipit"	""	""	""
"2.536"	"2010-11-12 10:53:09.0"	""	""	""	"2010-11-12 09:00:00.0"	"Completed"	"test3771679"	""	""	""	"class diam donec"	""	""	""
"2.66"	"2010-12-16 10:05:40.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test3771679"	""	""	""	"at lorem egestas"	""	""	""
"2.68"	"2011-01-11 13:48:50.0"	""	""	""	"2011-01-11 13:36:41.0"	"Completed"	"test3771679"	""	""	""	"vitae mollis"	""	""	""
"2.85"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test3771679"	""	""	""	"volutpat ante"	""	""	""
"2.84"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test3771679"	""	""	""	"non sem eu placerat"	""	""	""
"2.93"	"2011-04-15 11:01:11.0"	""	""	""	"2011-04-15 08:30:00.0"	"Completed"	"test3771679"	""	""	""	"magna felis quis"	""	""	""
"3.12"	"2011-06-08 13:41:59.0"	""	""	""	"2011-06-08 08:15:00.0"	"Completed"	"test3771679"	""	""	""	"posuere sit urna"	""	""	""
"3.18"	"2011-06-29 07:46:21.0"	""	""	""	"2011-06-28 09:56:00.0"	"Completed"	"test3771679"	""	""	""	"scelerisque tempor"	""	""	""
"3.02"	""	""	"d15f3f97-8e1e-102e-95b6-f528764d1486"	""	"2011-07-11 10:15:00.0"	"Completed"	"test3771679"	""	""	""	"quisque dignissim"	""	""	""
"3.41"	""	""	"fdfd9854-b499-102e-99c8-f528764dbab2"	""	"2011-08-26 14:40:00.0"	"Completed"	"test3771679"	""	""	""	"vitae sapien"	""	""	""
"3.23"	""	""	"6a1a7fcf-bc7a-102e-914b-48cf881b37e4"	""	"2011-09-08 08:15:00.0"	"Completed"	"test3771679"	""	""	""	"id lacinia aptent"	""	""	""
"0.46"	"2010-05-24 14:37:42.0"	""	""	""	"2009-07-29 09:20:00.0"	"Completed"	"test4037096"	""	""	""	"sagittis rutrum"	""	""	""
"0.82"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-08 09:30:00.0"	"Completed"	"test4037096"	""	""	""	"cursus eget eleifend"	""	""	""
"1.29"	"2010-05-24 14:37:42.0"	""	""	""	"2009-12-16 09:45:00.0"	"Completed"	"test4037096"	""	""	""	"quis et dignissim"	""	""	""
"1.5"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-27 10:40:00.0"	"Completed"	"test4037096"	""	""	""	"sollicitudin"	""	""	""
"1.86"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-26 09:30:00.0"	"Completed"	"test4037096"	""	""	""	"vel risus magna"	""	""	""
"2.13"	"2010-05-25 13:09:07.0"	""	""	""	"2010-05-25 09:40:00.0"	"Completed"	"test4037096"	""	""	""	"tellus porta"	""	""	""
"2.46"	"2010-07-30 14:23:03.0"	""	""	""	"2010-07-30 10:30:00.0"	"Completed"	"test4037096"	""	""	""	"dignissim sed"	""	""	""
"2.58"	"2010-08-04 13:30:00.0"	""	""	""	"2010-08-04 09:30:00.0"	"Completed"	"test4037096"	""	""	""	"nisi rutrum non"	""	""	""
"2.67"	"2010-09-03 17:29:06.0"	""	""	""	"2010-09-03 11:05:00.0"	"Completed"	"test4037096"	""	""	""	"est id amet massa"	""	""	""
"3.01"	"2010-10-20 15:20:48.0"	""	""	""	"2010-10-20 10:03:00.0"	"Completed"	"test4037096"	""	""	""	"tortor semper"	""	""	""
"3.05"	"2010-11-05 10:29:28.0"	""	""	""	"2010-11-05 08:25:00.0"	"Completed"	"test4037096"	""	""	""	"neque donec sed"	""	""	""
"3.13"	"2010-12-16 10:05:46.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test4037096"	""	""	""	"porttitor ipsum"	""	""	""
"2.88"	"2011-01-18 14:09:59.0"	""	""	""	"2011-01-18 13:59:39.0"	"Completed"	"test4037096"	""	""	""	"non orci luctus"	""	""	""
"3.0"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test4037096"	""	""	""	"ut lectus"	""	""	""
"3.18"	"2011-02-24 14:09:59.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test4037096"	""	""	""	"lorem pulvinar"	""	""	""
"3.35"	"2011-04-15 11:01:55.0"	""	""	""	"2011-04-15 08:00:00.0"	"Completed"	"test4037096"	""	""	""	"elit est purus"	""	""	""
"3.33"	"2011-05-13 09:56:44.0"	""	""	""	"2011-05-13 09:00:00.0"	"Completed"	"test4037096"	""	""	""	"in nullam arcu"	""	""	""
"3.69"	"2011-06-29 07:46:06.0"	""	""	""	"2011-06-28 09:50:00.0"	"Completed"	"test4037096"	""	""	""	"quis tincidunt"	""	""	""
"3.55"	""	""	"d15f3f97-8e1e-102e-95b6-f528764d1486"	""	"2011-07-11 10:15:00.0"	"Completed"	"test4037096"	""	""	""	"sapien lectus"	""	""	""
"4.07"	""	""	"fdfd9854-b499-102e-99c8-f528764dbab2"	""	"2011-08-26 14:41:00.0"	"Completed"	"test4037096"	""	""	""	"vitae et posuere"	""	""	""
"3.81"	""	""	"6a1a7fcf-bc7a-102e-914b-48cf881b37e4"	""	"2011-09-08 08:15:00.0"	"Completed"	"test4037096"	""	""	""	"nibh tincidunt"	""	""	""
"0.56"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-14 13:09:00.0"	"Completed"	"test1441142"	""	""	""	"viverra nulla"	""	""	""
"0.96"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-20 09:10:00.0"	"Completed"	"test1441142"	""	""	""	"morbi posuere"	""	""	""
"1.28"	"2010-05-24 14:37:42.0"	""	""	""	"2009-12-28 10:30:00.0"	"Completed"	"test1441142"	""	""	""	"amet vestibulum"	""	""	""
"1.44"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-27 09:35:00.0"	"Completed"	"test1441142"	""	""	""	"lectus et venenatis"	""	""	""
"1.79"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-26 09:30:00.0"	"Completed"	"test1441142"	""	""	""	"mi amet urna"	""	""	""
"2.03"	"2010-05-25 13:08:42.0"	""	""	""	"2010-05-25 09:40:00.0"	"Completed"	"test1441142"	""	""	""	"ut pulvinar leo"	""	""	""
"2.28"	"2010-07-30 14:18:25.0"	""	""	""	"2010-07-30 09:30:00.0"	"Completed"	"test1441142"	""	""	""	"et mauris sapien"	""	""	""
"2.23"	"2010-08-04 13:30:08.0"	""	""	""	"2010-08-04 09:30:00.0"	"Completed"	"test1441142"	""	""	""	"aliquam eget"	""	""	""
"2.42"	"2010-09-03 17:29:09.0"	""	""	""	"2010-09-03 11:05:00.0"	"Completed"	"test1441142"	""	""	""	"pellentesque"	""	""	""
"2.79"	"2010-11-05 10:29:35.0"	""	""	""	"2010-11-05 08:25:00.0"	"Completed"	"test1441142"	""	""	""	"fermentum sollicitudin"	""	""	""
"2.78"	"2010-11-09 06:53:30.0"	""	""	""	"2010-11-08 10:15:00.0"	"Completed"	"test1441142"	""	""	""	"non enim mi convallis"	""	""	""
"3.04"	"2010-12-16 10:05:53.0"	""	""	""	"2010-12-16 08:15:00.0"	"Completed"	"test1441142"	""	""	""	"nibh fringilla"	""	""	""
"2.91"	"2011-01-18 14:09:59.0"	""	""	""	"2011-01-18 13:59:39.0"	"Completed"	"test1441142"	""	""	""	"convallis purus"	""	""	""
"2.96"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test1441142"	""	""	""	"eu vehicula et"	""	""	""
"3.22"	"2011-02-24 14:09:59.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test1441142"	""	""	""	"vitae dui integer"	""	""	""
"3.27"	"2011-03-11 15:59:32.0"	""	""	""	"2011-03-11 12:00:00.0"	"Completed"	"test1441142"	""	""	""	"ligula amet ridiculus"	""	""	""
"3.13"	"2011-04-06 06:47:56.0"	""	""	""	"2011-04-05 10:55:00.0"	"Completed"	"test1441142"	""	""	""	"libero mauris"	""	""	""
"3.38"	"2011-05-13 09:56:51.0"	""	""	""	"2011-05-13 09:00:00.0"	"Completed"	"test1441142"	""	""	""	"ante phasellus"	""	""	""
"3.56"	"2011-06-08 13:27:35.0"	""	""	""	"2011-06-08 10:00:00.0"	"Completed"	"test1441142"	""	""	""	"fusce ut eros"	""	""	""
"3.57"	"2011-06-20 13:42:33.0"	""	""	""	"2011-06-20 10:03:00.0"	"Completed"	"test1441142"	""	""	""	"amet non iaculis"	""	""	""
"3.57"	"2011-06-20 17:54:51.0"	""	""	""	"2011-06-20 00:00:00.0"	"Completed"	"test1441142"	""	""	""	"neque elementum"	""	""	""
"0.57"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-14 12:30:00.0"	"Completed"	"test1099252"	""	""	""	"suscipit potenti"	""	""	""
"0.95"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-15 09:30:00.0"	"Completed"	"test1099252"	""	""	""	"et ultricies"	""	""	""
"1.27"	"2010-05-24 14:37:42.0"	""	""	""	"2009-12-28 10:30:00.0"	"Completed"	"test1099252"	""	""	""	"orci nec mi vitae"	""	""	""
"1.39"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-05 09:00:00.0"	"Completed"	"test1099252"	""	""	""	"ultrices eget"	""	""	""
"1.74"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-04 09:30:00.0"	"Completed"	"test1099252"	""	""	""	"non mauris ullamcorper"	""	""	""
"2.13"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-12 09:15:00.0"	"Completed"	"test1099252"	""	""	""	"cubilia ipsum"	""	""	""
"2.26"	"2010-07-01 12:47:09.0"	""	""	""	"2010-07-01 09:45:00.0"	"Completed"	"test1099252"	""	""	""	"dui tempor nec"	""	""	""
"2.49"	"2010-08-04 13:30:35.0"	""	""	""	"2010-08-04 09:30:00.0"	"Completed"	"test1099252"	""	""	""	"sit justo lacinia"	""	""	""
"2.62"	"2010-09-03 17:29:24.0"	""	""	""	"2010-09-03 11:05:00.0"	"Completed"	"test1099252"	""	""	""	"scelerisque porta"	""	""	""
"2.894"	"2010-10-20 15:21:42.0"	""	""	""	"2010-10-20 10:59:00.0"	"Completed"	"test1099252"	""	""	""	"pellentesque cum"	""	""	""
"2.85"	"2010-10-29 10:45:53.0"	""	""	""	"2010-10-29 08:50:00.0"	"Completed"	"test1099252"	""	""	""	"ligula a ipsum"	""	""	""
"2.84"	"2010-12-20 11:07:29.0"	""	""	""	"2010-12-20 09:00:00.0"	"Completed"	"test1099252"	""	""	""	"urna sociosqu"	""	""	""
"2.76"	"2011-01-18 14:09:59.0"	""	""	""	"2011-01-18 13:59:39.0"	"Completed"	"test1099252"	""	""	""	"luctus sodales"	""	""	""
"3.01"	"2011-01-26 14:24:19.0"	""	""	""	"2011-01-26 13:43:18.0"	"Completed"	"test1099252"	""	""	""	"accumsan porta"	""	""	""
"3.26"	"2011-02-24 14:10:00.0"	""	""	""	"2011-02-24 13:56:43.0"	"Completed"	"test1099252"	""	""	""	"enim a blandit"	""	""	""
"3.35"	"2011-03-11 15:59:42.0"	""	""	""	"2011-03-11 12:00:00.0"	"Completed"	"test1099252"	""	""	""	"tincidunt turpis"	""	""	""
"3.31"	"2011-04-06 06:47:36.0"	""	""	""	"2011-04-05 10:49:00.0"	"Completed"	"test1099252"	""	""	""	"at in ac malesuada"	""	""	""
"3.47"	"2011-05-13 09:55:19.0"	""	""	""	"2011-05-13 09:00:00.0"	"Completed"	"test1099252"	""	""	""	"gravida in class"	""	""	""
"3.46"	"2011-05-26 10:32:25.0"	""	""	""	"2011-05-26 08:52:00.0"	"Completed"	"test1099252"	""	""	""	"mauris eu neque"	""	""	""
"3.56"	"2011-06-06 16:02:03.0"	""	""	""	"2011-06-06 00:00:00.0"	"Completed"	"test1099252"	""	""	""	"et augue ut pulvinar"	""	""	""
"3.56"	"2011-06-06 11:04:25.0"	""	""	""	"2011-06-06 09:00:00.0"	"Completed"	"test1099252"	""	""	""	"ac metus fusce"	""	""	""
"0.535"	"2010-05-24 14:37:42.0"	""	""	""	"2009-08-21 08:45:00.0"	"Completed"	"test1020148"	""	""	""	"dui nulla dolor"	""	""	""
"0.84"	"2010-05-24 14:37:42.0"	""	""	""	"2009-10-20 09:10:00.0"	"Completed"	"test1020148"	""	""	""	"ut sit leo mauris"	""	""	""
"1.23"	"2010-05-24 14:37:42.0"	""	""	""	"2009-12-28 10:30:00.0"	"Completed"	"test1020148"	""	""	""	"mauris rutrum"	""	""	""
"1.28"	"2010-05-24 14:37:42.0"	""	""	""	"2010-01-07 09:15:00.0"	"Completed"	"test1020148"	""	""	""	"eu donec in pellentesque"	""	""	""
"1.72"	"2010-05-24 14:37:42.0"	""	""	""	"2010-03-05 09:15:00.0"	"Completed"	"test1020148"	""	""	""	"congue eu fusce"	""	""	""
"1.97"	"2010-05-24 14:37:42.0"	""	""	""	"2010-05-12 09:30:00.0"	"Completed"	"test1020148"	""	""	""	"porta scelerisque"	""	""	""
"2.18"	"2010-07-22 18:03:06.0"	""	""	""	"2010-07-22 11:33:00.0"	"Completed"	"test1020148"	""	""	""	"suspendisse magna"	""	""	""
