"ts"	"remark"	"taskid"	"userid"	"parentId"	"date"	"QCStateLabel"	"Id"	"performedby"	"Description"	"so"	"a"	"project"	"category"	"p"	"account"	"enddate"	"requestid"
""	""	"4cf94c74-a96d-102e-9be8-f528764dd5dc"	""	""	"2011-08-12 12:00:00.0"	"Completed"	"test9195996"	"mrosga"	"est quisque maecenas justo ac vehicula duis varius quam viverra tempor id cum posuere aliquet et urna etiam erat etiam elementum donec consectetur blandit a libero mauris odio urna pretium venenatis euismod felis massa aliquam cursus tempor quis ac consequat commodo in dui sollicitudin ac feugiat justo fringilla tellus porttitor eleifend a nullam orci viverra et dignissim urna arcu elit risus fringilla nisi faucibus malesuada conubia"	"Pen observed daily from 8/8-8/12 for periods of 15-30 minutes. r10021 had been removed on 8/5.  Dynamics appear to have stayed the same, rh1978, r07004 and r07005 are the higher ranking animals in the group.  Injuries appear to have slowed in relation to how frequently they were occurring before the removal of r10021. Have not set up camera to get after hours footage as there appears to be more stability. Continue to monitor."	""	""	""	""	""	""	""
""	""	"cb8c5a5f-a97a-102e-9be8-f528764dd5dc"	""	""	"2011-08-15 10:45:00.0"	"Completed"	"test9195996"	"mrosga"	"dui mi enim malesuada elit ullamcorper etiam in sed consectetur lorem mi pharetra ac tortor cras tristique aliquam vitae nulla id turpis aliquam habitant pellentesque sollicitudin faucibus molestie iaculis auctor donec congue dui nibh magna dolor lacus nulla id vestibulum nascetur adipiscing justo volutpat fusce pretium gravida imperdiet pharetra fermentum eget eget ultrices luctus lobortis dolor tortor in rhoncus"	"Pen observed by behavioral staff for 20 minutes.  r08014 and r08021 were taken out by vet staff for wound assessment.  Upon return, both males were sitting and grooming each other in close proximity with rh1978, r07004 and r07005.  2010 animals were all playing in proximity and no aggression was observed.  Animals are hesitant to take treats when rh1978, r07004 and r07005 are present.  Continue to monitor."	""	""	""	""	""	""	""
""	""	"425d5dc9-aa4c-102e-b651-f528764dd3a5"	""	""	"2011-08-15 03:45:00.0"	"Completed"	"test9195996"	"sullivan"	"lobortis tincidunt a molestie bibendum luctus eleifend viverra ut sed a in magna ultricies nec sollicitudin per nulla laoreet massa nulla in fames commodo donec et sollicitudin porta sed  odio vestibulum elit feugiat proin sit mauris sagittis"	"Placed video camera outside pen in attempt to capture any aggressive behaviors.  Camera to record for approx. 4 hours."	""	""	""	"Review footage in order to evaluate dynamics of pen interactions.  Record additional days if warranted.  JS"	""	""	""
""	""	"bd6327b6-aafd-102e-82cc-f528764d4520"	""	""	"2011-08-16 15:00:00.0"	"Completed"	"test9195996"	"mrosga"	"dolor nunc ipsum vel sit tincidunt rutrum posuere luctus varius tellus vestibulum egestas venenatis eleifend leo facilisis proin arcu adipiscing sit amet semper nisl tincidunt quam in imperdiet posuere dolor interdum pellentesque et velit inceptos cras magna convallis at lectus at aliquam eleifend sollicitudin congue magna donec dui consequat dolor sem posuere tortor nisi et donec massa dignissim id est ut urna consectetur mollis ut congue sed eget vehicula ante eu consectetur vestibulum tellus vulputate pellentesque at at a urna lacus bibendum semper sed ante hendrerit vitae sed ullamcorper cubilia dolor non tincidunt mauris sed sit eros eros placerat ac ligula lectus varius porta augue velit sit eu blandit erat vestibulum mauris eu consectetur quis quisque enim purus massa neque praesent integer dictum lorem cras conubia auctor in aliquam varius in ullamcorper et nunc ornare amet quam ut in mauris felis interdum semper malesuada vel turpis erat maecenas lobortis nulla enim facilisis ac non amet"	"Camera was placed in front of pen to record after hours interactions."	"Over 4 hours of footage was observed.  While the lights were on, animals were all seen interacting with each other. A definitive hierarchy was present, however no aggression was observed. Older animals were observed several times in proximity of each other while grooming and observing younger animals at play. At around 1825, the lights went out for the evening.  This made it almost impossible to see within the pen, unless an animal was at the cage front.  After the lights went out, a significant amount of vocalizations started. Some chasing was observed. Around 1905, chasing followed by a younger animal screaming could be seen/heard. A brief quiet period between 1915-1930 occurred, however from that point until the recording ended at 2010, there were intermittent periods of vocalizing and chasing."	""	""	"Select another afternoon to set up camera for observations.  Look into obtaining infrared camera for after dark use."	""	""	""
""	""	"b4c4a73f-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-17 03:15:00.0"	"Completed"	"test9195996"	"mrosga"	"id a congue duis vitae rutrum nec porta feugiat porta et a et turpis"	"Video camera placed in pen to obtain after hours observation."	""	""	""	""	""	""	""
""	""	"b4c4a709-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 15:00:00.0"	"Completed"	"test9195996"	"mrosga"	"consectetur donec eget elementum tempor nec sem et egestas laoreet praesent lacus pellentesque sed magna ligula nullam porta torquent nunc quis ultrices metus at eget consectetur felis conubia volutpat proin suscipit tristique eleifend tellus et semper cum ipsum porttitor ante nibh donec pretium id pellentesque ante egestas vestibulum odio felis turpis commodo vel nisi faucibus et porta eu dignissim erat id orci morbi sodales porta odio auctor semper mattis luctus id morbi lectus leo congue quisque consectetur ullamcorper elit sed laoreet tristique risus mollis sed pulvinar quis pretium nullam ante metus in nec vel urna accumsan diam justo eu auctor non ut id sociosqu ante nisi vestibulum gravida volutpat condimentum id ligula lorem tellus placerat varius tellus lorem orci leo ultricies vivamus rhoncus"	"Finished looking at video footage of pen from 17Aug2011."	"Same behaviors observed as in previous assessments.  Older male and female animals seen in proximity on back upper rack. Younger animals observed playing.  All animals observed moving away from older females when they would get up and move, but females were not moving or behaving aggressively. All older females observed interacting with r10081, r10082 and r10087.  08 males mainly in proximity with r10032 and r10050. Observed one instance of 08 males presenting and vocalizing toward rh1978 with 07 females sitting directly below them on back rack. Dynamics that are observed on a regular basis are within a normal range of what is acceptable for a group.  No aggression is being observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"4117f57d-af24-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 14:30:00.0"	"Completed"	"test9195996"	"mrosga"	"nulla sed tincidunt ac congue orci aliquam vestibulum ut sed sit pretium ornare enim mattis litora lacinia est porta in a amet interdum consectetur fusce ultricies nibh vitae in auctor erat adipiscing aptent ut et et posuere sagittis bibendum vel pretium nisl orci porta himenaeos libero ornare elit nisi metus integer id dignissim tincidunt consequat sollicitudin libero nisl pellentesque nec nullam in ante a morbi iaculis orci elit elit sed cras vestibulum id massa orci aliquam et rhoncus nam tempus eget gravida nisi donec aliquet mattis maecenas aenean habitant tellus sollicitudin non porta mollis vitae nunc vestibulum ut quis quam sodales tristique sapien mauris habitasse justo rutrum cras eros id egestas eros libero nunc fermentum nec odio faucibus elementum faucibus per nec commodo hendrerit dolor quis viverra neque elementum imperdiet suscipit vulputate dignissim viverra"	"Pen observed for 25 minutes. "	"Animals partitioned to pen 6 due to drain back up in pen 5. Large foraging ice blocks present in pen at time of observation.  All animals on floor with ice block except for rh1978, r07004 and r07005.  rh1978 and r07005 grooming with r07004 in proximity.  Care staff mentioned some unrest due to food aggression and being isolated to one side of pen. All appeared calm and quiet.  08 males did retreat to upper green tube when r07004 went to floor to forage.  r10032 and r10050 also moved toward the top of the front cage mesh. Common to see these animals move away from older females. Observed r07004 sit in proximity with r08021 while foraging and he did not move away.  r10087 observed taking food out of the hand of r07004. Wounds that were present on 08 males are all healing.  No apparent new wounds over weekend."	""	""	"Continue to monitor."	""	""	""
""	""	"475f8a4d-b0a1-102e-8fcd-f528764d9ad7"	""	""	"2011-08-24 09:15:00.0"	"Completed"	"test9195996"	"mrosga"	"est aliquet eu pellentesque vestibulum euismod non suscipit molestie tellus semper dictum quis eget sem tincidunt at urna aliquam amet urna adipiscing non dolor magna magna mattis quis egestas vel molestie scelerisque euismod rutrum elit magnis malesuada augue sagittis eget quis ligula leo velit sed velit purus suscipit integer ac a a ullamcorper magna ultricies molestie sed ante in massa viverra quam purus vestibulum in a adipiscing mauris mauris porttitor commodo sapien eu at posuere nibh tellus vel pellentesque nulla ut nam condimentum donec pellentesque morbi tincidunt sed arcu nec duis sed porta nisi in porttitor arcu libero pharetra augue suscipit dolor bibendum nisl vestibulum eleifend ornare ultrices et euismod quis augue varius a mi ultricies iaculis amet bibendum lacinia placerat neque elit mi eu ipsum molestie sit pellentesque sagittis taciti molestie"	"Pen observed for 20 minutes."	"Both 08 males had been removed and returned for vet assessment. Animals were secluded to one side for wash down. TV was being played. r08014 has an old R elbow wound that appears to have been opened more. No other apparent new wounds visible.  r07004 sitting with r10032 and r10050 on top of upper green tube. 08 males grooming each other on back upper shelf in proximity of r07005 and rh1978. Mutual grooming was occurring between r07004 and r10032. r07005 moved near 08 males and groomed r08014. This was tolerated for about one minute and then the males walked away. All animals took treats.  Animals did not rapidly retreat when older females came forward to take treats. No aggression observed and no behaviors outside of what is considered normal or acceptable were observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"3c960b83-b239-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 15:00:00.0"	"Completed"	"test9195996"	"mrosga"	"porta mi consequat neque sem phasellus volutpat sociosqu leo scelerisque"	"Camera placed in front of pen for after hours observation."	""	""	""	""	""	""	""
""	""	"11e786a3-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 11:20:00.0"	"Completed"	"test9195996"	"mrosga"	"in felis adipiscing libero arcu nec ligula convallis ac orci lacinia  sed netus iaculis molestie"	"Standing water in both pens 5 and 6."	""	""	""	"Animals will be moved from pen 5 to pen 7."	""	""	""
""	""	"11e7a602-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 13:35:00.0"	"Completed"	"test9195996"	"mrosga"	"id ante lacus pretium lorem eget ut ac tempor auctor neque facilisis nisl orci rutrum porta egestas integer pellentesque vitae fringilla tellus venenatis sed dolor suscipit amet natoque etiam velit pulvinar rhoncus justo commodo nec lacinia libero a justo faucibus sed ac ac lectus vulputate magna neque nibh varius lorem urna orci interdum molestie est nibh in ac adipiscing nisl cras vitae lobortis mauris sollicitudin augue euismod dapibus id ut ligula eu congue dignissim et mi sem dignissim vitae praesent ante varius felis congue turpis odio eget sed duis neque potenti tincidunt natoque nisi lorem est vehicula tortor sed tincidunt adipiscing sociis urna convallis faucibus felis neque aenean a interdum lacinia tristique phasellus erat facilisis erat condimentum ipsum"	"Animals observed before and after being relocated to new pen due to standing water in pens 5 and 6."	"No new visible wounds. Before move occurred, 08 males seen mounting each other several times. r07004 presented to r08021. rh1978 sat by r08021 on tire swing and he did not move away. Similar behaviors as previously observed. Animals moved at 1125. After move, r10032 appeared nervous and was screaming. All other animals were exploring both sides of pen, and all were taking treats. Novel cage furniture was being avoided at this time. Behavior staff returned to pen at 1335. 2010 animals were playing a lot with novel cage furniture. 08 males were observed playing with 2010's. No aggression observed."	""	""	"Continue to monitor and discuss any concerns with vet staff."	""	""	""
""	""	"c4b61ca1-bae8-102e-89c9-f528764db637"	""	""	"2011-09-06 14:20:00.0"	"Completed"	"test9195996"	"mrosga"	"purus nisi rhoncus eros integer consectetur purus mi ipsum sem lobortis est et mi pretium adipiscing ut libero faucibus ultrices facilisis integer vestibulum auctor libero mollis eleifend ante egestas et turpis sapien felis risus neque aliquam dolor fusce velit hendrerit tellus urna commodo montes sed adipiscing luctus rhoncus nascetur suscipit neque purus nulla augue morbi orci vestibulum congue ullamcorper vel conubia quisque blandit hendrerit ac torquent nisi  netus vitae odio id ut nisl sed ullamcorper eget mattis et facilisis feugiat ipsum cras vel est habitasse elit sed sit condimentum ipsum sed iaculis parturient vulputate non in non lacus pellentesque semper ullamcorper magna pellentesque a donec aliquet porta ipsum imperdiet nulla montes sed cras ornare leo et sit"	"Baby born to rh1978.  "	"Pen observed at two different times during day.  20 minutes in the morning and 65 minutes in the afternoon.  Mom and baby doing well. Baby observed nursing. Other animals mostly keeping to opposite side of them.  r07005 spends the most time with rh1978, however, rh1978 does threaten her if she moves within close proximity. Observed r10087 attempt to approach rh1978 and vocalize with her.  Observed r08021 mounting r07004 several times.  Both 08 males were observed grooming r07004.  All animals observed eating both chow and enrichment.  r08014 was removed for veterinary assessment and was returned without need for trauma repair. No aggression beyond threats from rh1978 were observed.
"	""	""	"Continue to monitor and discuss with veterinary staff."	""	""	""
""	""	"e97efced-bf92-102e-a7c4-48cf881ba38a"	""	""	"2011-09-09 14:30:00.0"	"Completed"	"test9195996"	"mrosga"	"vel vehicula nisl vulputate auctor suscipit mollis fermentum ultricies tempor ut tincidunt convallis in in condimentum sed magna tellus feugiat etiam placerat quam ultrices quis quisque luctus nunc dui vitae id sed enim vivamus leo eu vulputate sit ipsum ipsum volutpat nisi et ac mattis nec vestibulum nunc risus eget dolor elementum aliquam sit ante mi dignissim sit nascetur tempor erat consequat rhoncus tempor aliquet a mi dolor  porta nulla orci nisi diam turpis eget eleifend nisi nec malesuada eros ante egestas pellentesque luctus elit sed morbi adipiscing dolor erat amet purus rutrum lacus sit sapien lobortis sem orci lacus molestie"	"Pen observed each afternoon. Not much interest by any of the animals in the new baby. 07 females will sit on the same shelf with rh1978 and r11063 for brief periods of time. 08 males observed sitting in proximity as well. Grooming behaviors observed between 07's and rh1978, and between 08's and 07's.  r08021 has been observed mounting both r07004 and r07005.  r07005 follows r08021 regularly. rh1978 was coming down to take treats by the end of the week. Wounds on r08014 are healing, and no new wounds have occurred.  No aggression observed."	""	""	""	"Continue to monitor.  Plan next week to weigh animals and vet staff will process infant."	""	""	""
""	""	"8dfe6ed0-c1fe-102e-8bf4-48cf881b7eb6"	""	""	"2011-09-15 15:05:00.0"	"Completed"	"test9195996"	"mrosga"	"pulvinar enim hendrerit luctus nulla mauris aliquet  et consequat luctus lacinia consectetur lacus nisl nulla ut pretium dolor eget etiam posuere pulvinar vehicula tristique eget at turpis in pellentesque facilisis varius orci in sapien tincidunt nunc a ac duis lacus odio mollis mi pharetra fermentum eu egestas ad porta nunc sagittis nostra malesuada porttitor purus risus neque lectus tincidunt pharetra fusce velit lacus sodales neque auctor et mus commodo scelerisque leo tortor et auctor non quis vivamus dis ac velit"	"Pen observed Monday through Thursday."	"All animals doing well with new baby present. No over aggression from rh1978 if other animals approach. 07 females approach her often, along with 08 males and r10087.  r08014's wounds are healing nicely, although on Wednesday the wound on the R elbow had been opened up a bit and he did have a few new minor wounds on his tail. Pen was weighed this week, and baby was processed.  Animals were all easily removed and returned to pen without incident. "	""	""	"Continue to monitor."	""	""	""
"2011-06-07 12:02:46.0"	"amet"	""	""	""	"2011-06-06 11:20:00.0"	"Completed"	"test8976544"	""	"velit justo quam pulvinar himenaeos quisque mi quis consectetur eros a tortor egestas pretium auctor sed gravida accumsan amet dictum inceptos vestibulum nisi et erat est nullam laoreet neque ut lacus varius suspendisse consequat erat ullamcorper erat tellus justo enim nunc nulla lectus porttitor pretium ac pharetra rutrum dictum tellus laoreet posuere sociosqu et sagittis iaculis nascetur venenatis ac non sapien suscipit quam at ligula inceptos eu duis volutpat in laoreet nostra posuere phasellus consectetur elit at vulputate vitae posuere mattis ultrices nulla ultrices a ullamcorper id risus mollis ut metus curae; cubilia quam augue quisque sodales enim purus ac venenatis tempor phasellus volutpat auctor fusce dictumst sollicitudin massa massa aliquam imperdiet nulla viverra convallis laoreet sodales facilisi suspendisse odio in blandit rutrum et eu mauris id non tristique mus tempor est natoque sagittis purus sem fringilla ac phasellus imperdiet fusce etiam ut facilisis eleifend accumsan lacus at ipsum nam vulputate montes ultricies lorem sed condimentum egestas auctor nec aenean arcu elit sit tortor diam velit arcu quis dignissim"	"2010 animals introduced to pen around 11am.  Animals put into pen 5.  Existing 3 animals had access to the tunnel to be able to see the new animals.  R98012 spent much time at the tunnel door to pen 5.  R10021, r10032 and r10050 exploring pen and sitting directly across from r98012. R10081, r10082 and r10087 huddling.  R10021 presented to 08’s.  08’s touching 10’s through mesh.  Tunnel doors opened at 1135.  Babies ran screaming and huddling, but no aggression from older animals.  R98012 wandered around, often stopping near where the 10’s were sitting, just observing.  He would become concerned if he couldn’t find them, appearing protective.  At one point, the 08’s were threatening the 10’s and r98012 chased the 08’s away.  R10050 began wandering around alone, and would move nearer and nearer r98012.  R10021 and r10032 also moving around independently.  R10087 would start to walk away from 81 and 82, however would return quickly to huddle with them.  R10021 beginning to spend more time with 08’s.  r98012 randomly lunged once in the direction of the babies, however never behaved aggressively toward them.  MR"	""	"803932"	""	""	""	""	""
"2011-06-07 11:54:23.0"	"porta"	""	""	""	"2011-06-06 11:15:00.0"	"Completed"	"test8976544"	""	"arcu aliquam ligula nec posuere sociosqu elit blandit id eget luctus odio sapien egestas phasellus tincidunt bibendum at id sed rutrum etiam fringilla augue lacinia"	"Animal and cage mates placed into pen with r98012, r08014, r08021, r10021, r10032 and r10050. Additional animals will be added when pen appears stable.  MR"	""	"803932"	""	""	""	""	""
""	""	"5b483e12-a3fc-102e-877d-f528764d9dfa"	""	""	"2011-08-08 10:00:00.0"	"Completed"	"test8976544"	"mrosga"	"venenatis non bibendum nibh libero vel nec gravida eros sit lacinia maecenas sit sociis in congue justo odio diam duis nisl adipiscing in dignissim dolor libero vel  nulla augue non leo urna est"	"Animal/pen observed by behavioral staff for 40 minutes.  r10021 had been removed late Friday afternoon. Dynamics appear to be stable. No alarming behaviors noted."	""	""	""	"Continue to monitor."	""	""	""
""	""	"4cf94c74-a96d-102e-9be8-f528764dd5dc"	""	""	"2011-08-12 12:00:00.0"	"Completed"	"test8976544"	"mrosga"	"turpis ipsum molestie sed id dapibus amet erat neque lectus sapien suscipit elit ante varius viverra turpis euismod vulputate tellus non tincidunt nisi facilisi faucibus nulla semper sollicitudin quisque quis mattis mi auctor parturient donec fringilla interdum scelerisque eu dis velit in quam pellentesque aliquet malesuada fringilla curabitur congue pellentesque adipiscing turpis non ornare in ultrices odio luctus lacus nec maecenas"	"Pen observed daily from 8/8-8/12 for periods of 15-30 minutes. r10021 had been removed on 8/5.  Dynamics appear to have stayed the same, rh1978, r07004 and r07005 are the higher ranking animals in the group.  Injuries appear to have slowed in relation to how frequently they were occurring before the removal of r10021. Have not set up camera to get after hours footage as there appears to be more stability. Continue to monitor."	""	""	""	""	""	""	""
""	""	"425d5dc9-aa4c-102e-b651-f528764dd3a5"	""	""	"2011-08-15 03:45:00.0"	"Completed"	"test8976544"	"sullivan"	"sed vel ut pharetra malesuada dignissim massa nulla erat lorem id faucibus eu laoreet aenean congue sodales  ipsum cum integer id tempus venenatis metus urna eget et aliquam aliquet neque porta praesent praesent ut sapien suscipit eu vivamus"	"Placed video camera outside pen in attempt to capture any aggressive behaviors.  Camera to record for approx. 4 hours."	""	""	""	"Review footage in order to evaluate dynamics of pen interactions.  Record additional days if warranted.  JS"	""	""	""
""	""	"cb8c5a5f-a97a-102e-9be8-f528764dd5dc"	""	""	"2011-08-15 10:45:00.0"	"Completed"	"test8976544"	"mrosga"	"suscipit nam libero enim condimentum id primis lacus nec tempor amet sed nec parturient tempus et et et volutpat non at a nulla metus vestibulum lacinia sollicitudin velit tellus non rhoncus sit potenti egestas ullamcorper ut porttitor nulla at hendrerit congue ullamcorper enim accumsan in dictum ante ut facilisis urna nec dolor proin dui nulla nulla tortor ac elementum et proin egestas malesuada placerat fringilla"	"Pen observed by behavioral staff for 20 minutes.  r08014 and r08021 were taken out by vet staff for wound assessment.  Upon return, both males were sitting and grooming each other in close proximity with rh1978, r07004 and r07005.  2010 animals were all playing in proximity and no aggression was observed.  Animals are hesitant to take treats when rh1978, r07004 and r07005 are present.  Continue to monitor."	""	""	""	""	""	""	""
""	""	"bd6327b6-aafd-102e-82cc-f528764d4520"	""	""	"2011-08-16 15:00:00.0"	"Completed"	"test8976544"	"mrosga"	"sit habitant nulla fringilla tempus sed tristique eget iaculis inceptos porta mi ut vitae nisl suscipit urna rutrum accumsan varius sapien luctus faucibus sed viverra tellus semper vitae non id donec sem himenaeos vitae consectetur semper in ut ullamcorper turpis odio neque gravida morbi integer sapien mauris proin mattis dui risus purus risus natoque arcu praesent aenean erat erat nunc nisi dui egestas a curabitur vel porttitor orci lectus donec convallis maecenas in nulla vivamus justo elit neque morbi mi pretium quisque aliquet aliquam sed neque et vel sed bibendum quisque felis fringilla nulla volutpat dui etiam id pellentesque augue nascetur erat quis in eu justo at molestie feugiat diam et amet neque lobortis sed amet luctus auctor cursus velit sodales ornare scelerisque malesuada natoque praesent tempor tincidunt quam donec nunc a neque iaculis aliquet enim quis vestibulum dapibus bibendum neque pharetra ipsum tincidunt maecenas purus purus semper ante ipsum tempor ut eu luctus id iaculis"	"Camera was placed in front of pen to record after hours interactions."	"Over 4 hours of footage was observed.  While the lights were on, animals were all seen interacting with each other. A definitive hierarchy was present, however no aggression was observed. Older animals were observed several times in proximity of each other while grooming and observing younger animals at play. At around 1825, the lights went out for the evening.  This made it almost impossible to see within the pen, unless an animal was at the cage front.  After the lights went out, a significant amount of vocalizations started. Some chasing was observed. Around 1905, chasing followed by a younger animal screaming could be seen/heard. A brief quiet period between 1915-1930 occurred, however from that point until the recording ended at 2010, there were intermittent periods of vocalizing and chasing."	""	""	"Select another afternoon to set up camera for observations.  Look into obtaining infrared camera for after dark use."	""	""	""
""	""	"b4c4a73f-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-17 03:15:00.0"	"Completed"	"test8976544"	"mrosga"	"dolor commodo bibendum odio libero sapien orci risus a libero eleifend"	"Video camera placed in pen to obtain after hours observation."	""	""	""	""	""	""	""
""	""	"4117f57d-af24-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 14:30:00.0"	"Completed"	"test8976544"	"mrosga"	"ornare cursus luctus et lacus neque magna orci semper posuere viverra consectetur posuere pellentesque ac sed libero adipiscing tincidunt adipiscing aenean quam feugiat pellentesque conubia fermentum ipsum lorem ac in dictum ac est tortor amet vel litora donec nec tellus at orci gravida et amet primis mi facilisis nullam nec quisque cras aliquet lectus imperdiet adipiscing leo augue hendrerit sit ut luctus condimentum nisi vitae lorem vestibulum volutpat varius ut magna sit non tempor blandit et in commodo nunc et condimentum nulla aenean orci praesent bibendum dui congue odio sit ornare quis sit curae; tempor consectetur condimentum mauris suspendisse lectus dapibus gravida in id elit in luctus sed arcu suscipit curabitur amet quis orci suscipit donec iaculis  ac bibendum sed viverra erat aptent velit ipsum sagittis ac iaculis amet luctus tortor vel velit sed leo cursus"	"Pen observed for 25 minutes. "	"Animals partitioned to pen 6 due to drain back up in pen 5. Large foraging ice blocks present in pen at time of observation.  All animals on floor with ice block except for rh1978, r07004 and r07005.  rh1978 and r07005 grooming with r07004 in proximity.  Care staff mentioned some unrest due to food aggression and being isolated to one side of pen. All appeared calm and quiet.  08 males did retreat to upper green tube when r07004 went to floor to forage.  r10032 and r10050 also moved toward the top of the front cage mesh. Common to see these animals move away from older females. Observed r07004 sit in proximity with r08021 while foraging and he did not move away.  r10087 observed taking food out of the hand of r07004. Wounds that were present on 08 males are all healing.  No apparent new wounds over weekend."	""	""	"Continue to monitor."	""	""	""
""	""	"b4c4a709-b093-102e-8fcd-f528764d9ad7"	""	""	"2011-08-22 15:00:00.0"	"Completed"	"test8976544"	"mrosga"	"tristique pellentesque turpis lectus ornare integer tincidunt risus nulla nulla eget  aptent suscipit mattis velit libero orci cursus velit euismod tempor elementum pretium id diam nullam sagittis ut quis sit ultrices suscipit rutrum purus amet justo mauris libero libero praesent commodo nunc ac sit non nam velit congue erat augue aliquam ad nam condimentum curabitur rhoncus metus ullamcorper tempus non congue facilisi sem felis rhoncus porttitor sit augue ornare eu et eros mollis neque ipsum eget sed rhoncus suscipit ac proin suspendisse pellentesque id sociosqu ante rhoncus neque ipsum integer vivamus dolor id euismod vel non tincidunt sed sed diam massa ut tincidunt neque iaculis ultricies felis lacinia eget ante mauris sit amet pharetra sagittis justo nunc ullamcorper tellus quis ultrices mauris"	"Finished looking at video footage of pen from 17Aug2011."	"Same behaviors observed as in previous assessments.  Older male and female animals seen in proximity on back upper rack. Younger animals observed playing.  All animals observed moving away from older females when they would get up and move, but females were not moving or behaving aggressively. All older females observed interacting with r10081, r10082 and r10087.  08 males mainly in proximity with r10032 and r10050. Observed one instance of 08 males presenting and vocalizing toward rh1978 with 07 females sitting directly below them on back rack. Dynamics that are observed on a regular basis are within a normal range of what is acceptable for a group.  No aggression is being observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"475f8a4d-b0a1-102e-8fcd-f528764d9ad7"	""	""	"2011-08-24 09:15:00.0"	"Completed"	"test8976544"	"mrosga"	"duis aliquam neque sed odio eu libero lectus pellentesque nisl lacus vehicula turpis amet netus ipsum mauris auctor commodo eros vel aliquet fermentum ut blandit praesent vel dapibus magna et sagittis vehicula sed metus tellus congue fringilla ipsum ullamcorper conubia magna justo condimentum metus sit mus est amet elementum porttitor nulla elit fusce et lorem iaculis sapien purus urna risus amet et pellentesque magnis ligula proin lorem cubilia in cursus tempor nascetur amet enim suscipit ad nisl tristique porttitor ad pretium amet at sit est venenatis suspendisse pharetra tincidunt leo porttitor sed metus scelerisque aliquet ut nulla lectus in lectus class volutpat libero accumsan justo praesent in sed arcu placerat nunc vitae id sed at auctor nullam sem odio bibendum orci purus ad vestibulum ornare et felis in urna sollicitudin luctus et vel at bibendum accumsan"	"Pen observed for 20 minutes."	"Both 08 males had been removed and returned for vet assessment. Animals were secluded to one side for wash down. TV was being played. r08014 has an old R elbow wound that appears to have been opened more. No other apparent new wounds visible.  r07004 sitting with r10032 and r10050 on top of upper green tube. 08 males grooming each other on back upper shelf in proximity of r07005 and rh1978. Mutual grooming was occurring between r07004 and r10032. r07005 moved near 08 males and groomed r08014. This was tolerated for about one minute and then the males walked away. All animals took treats.  Animals did not rapidly retreat when older females came forward to take treats. No aggression observed and no behaviors outside of what is considered normal or acceptable were observed."	""	""	"Continue to monitor and discuss with vet staff."	""	""	""
""	""	"11e7a602-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 13:35:00.0"	"Completed"	"test8976544"	"mrosga"	" id vitae nec et accumsan ullamcorper at lobortis nisi quis lacinia quam nulla in vel velit cum velit id fames dictum quisque vitae mollis conubia ipsum fringilla egestas orci ultricies dapibus ante lectus dolor nam et pretium eu integer dignissim semper scelerisque ante posuere in felis purus vivamus nec accumsan etiam pretium fusce phasellus hendrerit pellentesque suspendisse accumsan orci lacus viverra purus non amet pulvinar id nam neque vestibulum libero adipiscing facilisis venenatis mus egestas egestas sem lacinia fusce porta posuere scelerisque felis nec ut ante augue primis dictum porta nulla nisl sed mi dolor sollicitudin donec euismod ac feugiat dui sapien cras eu dignissim tempus donec vestibulum proin sit condimentum blandit nec vel a vel ad ut cras interdum"	"Animals observed before and after being relocated to new pen due to standing water in pens 5 and 6."	"No new visible wounds. Before move occurred, 08 males seen mounting each other several times. r07004 presented to r08021. rh1978 sat by r08021 on tire swing and he did not move away. Similar behaviors as previously observed. Animals moved at 1125. After move, r10032 appeared nervous and was screaming. All other animals were exploring both sides of pen, and all were taking treats. Novel cage furniture was being avoided at this time. Behavior staff returned to pen at 1335. 2010 animals were playing a lot with novel cage furniture. 08 males were observed playing with 2010's. No aggression observed."	""	""	"Continue to monitor and discuss any concerns with vet staff."	""	""	""
""	""	"11e786a3-b173-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 11:20:00.0"	"Completed"	"test8976544"	"mrosga"	"morbi consequat pulvinar faucibus donec magna id justo etiam at quis in consectetur id nec"	"Standing water in both pens 5 and 6."	""	""	""	"Animals will be moved from pen 5 to pen 7."	""	""	""
""	""	"3c960b83-b239-102e-8fcd-f528764d9ad7"	""	""	"2011-08-25 15:00:00.0"	"Completed"	"test8976544"	"mrosga"	"laoreet in mollis eget tempor dolor ultrices lacinia elit pellentesque"	"Camera placed in front of pen for after hours observation."	""	""	""	""	""	""	""
